evento,descricao,similar_event,descricao_similar,similarity
GDT 1 - ENAPET 2018,"Que, em 2018, a Diretoria da CENAPET cobre, entrando em contato com o MEC, que as bolsas sejam pagas conforme regulamentado no calendário no início do ano, nas respectivas contas dos/as PETianos/as bolsistas.",GDT 3: Custeio: Como os grupos PET têm utilizado n - ENAPET 2022,"Encaminhamento 2: Que a Diretoria da CENAPET, logo após o XXVII ENAPET, entre em contato com o MEC, pedindo a designação de algum representante para expor os principais problemas encontrados nas prestações de contas dos grupos de todo o país, havendo um espaço para perguntas e dúvidas em relação ao uso do custeio. Podendo ocorrer por meio de live, webinar, etc, em evento nacional. 111 pessoas presente - Aprovado 78%",0.09859304717103685
GT 2 - ENAPET 2018,"Que o CLAA solicite da Administração Central da IES as condições (espaço, equipamentos, materiais) adequadas para que cada PET realize as atividades previstas, tais como estudos, monitorias, palestras, minicursos, apadrinhamento, roda de conversas, a partir do final da XXIII ENAPET.",GDT 2 - ENAPET 2019,"Que a Diretoria da CENAPET solicite à SESu/MEC, na primeira reunião que a diretoria da CENAPET tiver com a SESu/MEC, após a publicação da Ata da assembleia do ENAPET 2019, a alteração do Art. 11, §1º da Portaria nº 343/2013, contendo o seguinte texto: “A representação da administração da IES poderá incluir representantes de Pró-Reitorias, coordenadores de curso, chefes de departamentos ou órgãos equivalentes, devendo ser 50% dos integrantes dos CLAA composto por membros dos grupos PET, e ainda exista paridade entre discentes e tutores/as.”

#SESu/MEC #CLAA",0.09837242772448654
GDT 1 - InterPET 2018,"Que o G12, em sua próxima reunião ordinária, construa um calendário com um rodízio das
duplas que irão organizar os próximos InterPETs, e esse deverá ser atualizado com um ano de
antecedência ao fechamento do ciclo (fechamento do rodízio). Após a construção, o calendário
deverá ser disponibilizado a toda comunidade petiana.",GDT 1 - InterPET 2019.1,"Propõe-se que o G12 articule a criação de uma comissão, até a próxima reunião do CLAA, que contribua para atualização do banco de dados de propostas e sugestões oriundas, inicialmente, dos eventos do PET realizados no ano anterior (EnaPET, EnePET e InterPET), de modo a evitar repetições nos encaminhamentos.",0.09836526907970874
GDT 1 - Construção de Eventos PET - ENAPET 2020,"Que os órgãos representativos superiores do PET (CENAPET e Mobiliza/Diversifica PET), promovem explanações (Ex: palestras, mesas redondas) sobre a organização e gestão de eventos petianos de grande proporção. Aprovado integralmente na assembleia assíncrona",GDT 4 - InterPET 2019.1,"Incluir, no plano de ações dos grupos PET de 2019, a articulação de atividades entre os grupos PET, como rodas de conversa e palestras, que envolvam a discussão sobre a inclusão e permanência de minorias na universidade, descentralizando o debate sobre o tema e ocupando, dessa forma, novos espaços.",0.09686896047863627
GDT 4 - ENEPET 2020,"Sugere-se que a avaliação dos grupos PET incluem a possibilidade de conversas individuais, em que critérios relacionados às questões emocionais e afetivas, experiências individuais e às especificidades das pessoas que participam do PET possam ser considerados e que as necessidades de melhoria no desempenho sejam pontuadas a partir de críticas construtivas;",Encontro de discentes - ENAPET 2022,"Encaminhamento 2: Considerando os impactos da pandemia que acentuou as atividades remotas, propomos que após do XXVII ENAPET, os grupos PETs, que ainda não o fazem, possam passar a contabilizar as horas das atividades individuais e coletivas feitas no formato remoto, inclusive as trocas que acontecem pelas distintas redes sociais, visto que essas trocas também são

mobilizações para a construção das ações. 150 pessoas presentes - Aprovado com 81% (66 votos), 11% de abstenção (9 votos) e suspensão de 7% (6 votos)",0.09668676010636473
Moção: Participação no XXV ENAPET - ENAPET 2020,"Carta `a Comunidade PETiana
No dia 6 de dezembro de 2020 , durante o Encontro Geral do XXV En-
contro Nacional dos Grupos do Programa de Educa ̧c ̃ao Tutorial, programado
para ocorrer das 9h30 `as 12h30, tivemos cerca de 300 pessoas participando
de uma “mesa” (atividade obrigat ́oria) para os 2525 congressistas inscritos.
O tema da discuss ̃ao girou em torno da organiza ̧c ̃ao e participa ̧c ̃ao dos even-
tos, em especial, das dificuldades encontradas pelas Comiss ̃oes Organizadoras
(CO’s) para colocar em pr ́atica suporte informacional para 2.500 pessoas e
somente 12% dos inscritos participarem.
Esta constata ̧c ̃ao levou a v ́arios questionamentos e suposi ̧c ̃oes sobre as
raz ̃oes de tamanha absten ̧c ̃ao e desistˆencia dos congressistas. Sobretudo,
chamou a aten ̧c ̃ao, a ausˆencia dos tutores tanto na organiza ̧c ̃ao dos eventos,
quanto na participa ̧c ̃ao destes...ainda e acima de tudo, por se tratar de um
evento virtual sem a necessidade de deslocamento e realizado em finais de
semana, o que n ̃ao acarretaria em dificuldade com agendas de aulas, provas,
bancas, etc.
Semelhante constata ̧c ̃ao j ́a se fez em anos anteriores a ponto de termos
redigido encaminhamentos “obrigando” a participa ̧c ̃ao dos tutores-bolsistas
em pelo menos um evento anual. Mas, malgrado as tentativas de solucionar
o problema, a situa ̧c ̃ao perdura e em nosso entender tem se agravado com
participa ̧c ̃ao cada vez mais p ́ıfia. Assim, este documento tem por finalidade
alcan ̧car as IES que recebem grupos PET no Brasil, e sugerir que os CLAAS
dessas institui ̧c ̃oes se ocupem de observar a participa ̧c ̃ao dos tutores nos
eventos do PET estimulando que essa participa ̧c ̃ao se torne efetiva e seja,
inclusive, um crit ́erio de avalia ̧c ̃ao dos tutores.
Outra sugest ̃ao deste documento  ́e que se observe a participa ̧c ̃ao dos con-
gressistas inscritos - e que desta forma limitaram a participa ̧c ̃ao de outros
que n ̃ao conseguirem se inscrever - e as raz ̃oes para sua desistˆencia ou abs-
ten ̧c ̃ao nas atividades obrigat ́orias do evento como a de hoje (referenciada no
primeiro par ́agrafo) e nas assembleias coletivas. A Comiss ̃ao Organizadora
do XXV ENAPET que conhecer as raz ̃oes da absten ̧c ̃ao e da desistˆencia.
Aprovada em bloco
(Votos: 186. Favor ́aveis: 88%; 2a op ̧c ̃ao mais votada - Absten ̧c ̃oes: 7%)",GDT 6 - ENAPET 2019,"(Encaminhamento 6.7 - MODIFICADO PARA SUGESTÃO): 

PARTE 1: Após aprovação na Assembleia Geral do XXIV ENAPET, a comissão organizadora do XXV ENAPET possua dentro de sua logística organizacional uma comissão responsável pela inclusão de um espaço para os filhos e filhas dos discentes e docentes inscritos no evento, isso se estende a demais eventos (estaduais e regionais). As necessidades de assistência seriam contempladas a partir de medidas antes e durante o evento como, por exemplo, aplicação de questionários, solicitude da comissão organizadora. Essa medida seria fruto de uma capacitação sobre o tema por parte da comissão organizadora. Apresentada a demanda oriunda das atividades anteriores, torna-se imprescindível a comissão ser responsável pelos seguintes afazeres: Permitir que congressistas que tenham filhos(as) possam levá-los/las para os eventos proporcionando a estes: Espaços com metodologia diferenciada voltada para o público infantil possibilitando a inclusão; Adaptar da maneira possível, dentro do cronograma do evento, espaços para que esses(as) pais/mães tenham a oportunidade de se relacionar com seus(as) filhos(as). 
§1°: Seguir as diretrizes que são utilizadas nos eventos como, por exemplo, o congresso de Pesquisadores/as Negros/as (COPENE/COPENINHO) e Encontro Nacional de Estudantes de Serviço Social (ENESS/enessinho) servindo de exemplo para o próximo encontro nacional de Petianos (ENAPET) citado acima. 

PARTE 2: Que após aprovação na assembleia do XXIV ENAPET, as comissões organizadoras de eventos locais e regionais possuam dentro de sua logística organizacional uma comissão responsável pela acessibilidade e inclusão no evento. As necessidades de assistência seriam contempladas a partir de medidas antes e durante o evento como, por exemplo, aplicação de questionários, solicitude da comissão organizadora e planejamento de uma infraestrutura acessível. Essas medidas seriam fruto de uma capacitação sobre o tema por parte da comissão organizadora em parceria com núcleos de acessibilidades da IES e demais interessado em dar este auxílio no evento. Apresentada a demanda oriunda das atividades anteriores, torna-se imprescindível a comissão ser responsável pelos seguintes afazeres: Contemplar as necessidades e requisições de: pessoas com deficiência auditiva; pessoas com deficiência visual; pessoas com deficiência mental; pessoas  com deficiência física; pessoas com deficiência múltipla e pessoas com mobilidade reduzida. Dentre as necessidades e requisições destacam-se: Acessibilidade motora, na medida do possível, dentro das dependências do evento como, por exemplo, rampas removíveis e logística diferenciada para deslocamento de pessoas com deficiência física e pessoas com mobilidade reduzida; Acessibilidade comunicacional dentro dos sites e outras mídias digitais do evento, contendo materiais alternativos como: aplicativos de livre acesso para tradução instantânea em Libras para pessoas com deficiência auditiva; formatação diferenciada com letras de tamanho flexíveis e sites que possibilitem a soletragem por meio de softwares leitores de tela para pessoas com deficiência visual; Acessibilidade dentro dos espaços deliberativos e não deliberativos do evento, contendo autodescrição de palestrantes, coordenadores e participantes que forem falar de cada espaço. (Proposta aprovada por contraste como SUGESTÃO).",0.09627443968658309
GDT 9 - ENAPET 2019,"Encaminhamento 9.12
Modificar o Artigo 6º, inciso
IV: “Manter intercâmbio educacional, científico e cultural com organizações nacionais
e internacionais”. Alteração: “Fomentar políticas de intercâmbio educacional,
científico e cultural com organizações nacionais e internacionais”. (Aprovado por
contraste)",GT 6 - ENAPET 2018,"Os grupos PET deverão estabelecer ao menos uma ação anual que promova o diálogo a respeito de questões referentes a relações étnico-raciais, de gênero, LGBTQ+ e conjuntura educacional em suas respectivas IES, tendo em vista o princípio de fomentar a prática cidadã prescrito no MOB (exemplo: grupos de estudo, CINEPET, debate, roda de conversa, etc.), a partir de 2019.",0.09475085352262674
Encontro de discentes - GD 3 - ENAPET 2020,"Compartilhar os Regimentos Internos de nossos PETs, organizando um arquivo para consulta pública.",GDT 2 - ENAPET 2019,A Diretoria da CENAPET deverá solicitar no próximo encontro com o MEC a possibilidade de inclusão de um arquivo PDF (com um limite de páginas ou tamanho) na conclusão de cada atividade realizada pelo grupo PET no relatório anual inserido no SIGPET 2.0.,0.09355193576368097
"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Ao organizar eventos, os grupos PETs devem buscar entender as demandas da comunidade, conversando com as pessoas que pretendem atingir, propondo práticas relevantes ao seu contexto.",GDT 24: Diversidade étnico-racial no PET - ENAPET 2022,"Encaminhamento 1: Que o Mobiliza PET, após a Assembleia Geral do ENAPET
2022, realize ações de formação por meio das redes sociais sobre a adoção da
política de cotas raciais para que a comunidade petiana passe a entender as cotas
como um direito.
106 pessoas participando - Aprovado 66%",0.092257455402623
GDT 1 - InterPET 2018,"Acerca da organização dos próximos InterPETs, deverá acontecer em duplas. A formação será
organizada por sorteio pelo G12, em sua próxima reunião ordinária, iniciando com as duplas
interior e capital, e finalizando com as duplas da capital [alteração no manual, por parte dos
representantes discentes do PET UFAL].",GDT 9 - ENAPET 2019,"Encaminhamento 9.15:
 Modificar o Artigo 15, §3°: “Em caso de solicitação de
reunião extraordinária do Conselho por parte de conselheiros ou do Presidente, deverá
ser a mesma convocada pelo Presidente, no prazo de uma semana”. Alteração: “Em
caso de solicitação de reunião extraordinária do Conselho por parte de conselheiros ou do Presidente, esta deverá ser convocada pelo Presidente, no prazo de uma semana”.
(Aprovado por contraste)",0.09192599654552297
